Census,CountyOrigin,MunicipalityOrigin,DestinationState,DestinationCounty,DestinationMunicipality,LeavingArea,DirectionalCategories,InTown,ModeToWork,TotalEstCommutersOUT,InCityCommutersOUT,OutOfTownCommutersOUT,MarginOfError
2009-2013,Middlesex County,North Brunswick township,New York,Richmond County,Staten Island borough,out of state,NewYork-City,out-of-town,"Car, truck, or van: Carpooled",12,0,12,20
2011-2015,Middlesex County,North Brunswick township,New York,Bronx County,Bronx borough,out of state,NewYork-City,out-of-town,Data-not-available,91,0,91,91
2011-2015,Middlesex County,North Brunswick township,New York,Kings County,Brooklyn borough,out of state,NewYork-City,out-of-town,Data-not-available,139,0,139,99
2011-2015,Middlesex County,North Brunswick township,New York,Nassau County,Hempstead town,out of state,Other area location,out-of-town,Data-not-available,8,0,8,15
2011-2015,Middlesex County,North Brunswick township,New York,Nassau County,North Hempstead town,out of state,Other area location,out-of-town,Data-not-available,9,0,9,17
2011-2015,Middlesex County,North Brunswick township,New York,Nassau County,Oyster Bay town,out of state,Other area location,out-of-town,Data-not-available,10,0,10,18
2011-2015,Middlesex County,North Brunswick township,New York,New York County,Manhattan borough,out of state,NewYork-City,out-of-town,Data-not-available,1315,0,1315,263
2011-2015,Middlesex County,North Brunswick township,New York,Orange County,Monroe town,out of state,Other area location,out-of-town,Data-not-available,11,0,11,17
2011-2015,Middlesex County,North Brunswick township,New York,Otsego County,Springfield town,out of state,Other area location,out-of-town,Data-not-available,15,0,15,24
2011-2015,Middlesex County,North Brunswick township,New York,Queens County,Queens borough,out of state,NewYork-City,out-of-town,Data-not-available,137,0,137,97
2011-2015,Middlesex County,North Brunswick township,New York,Richmond County,Staten Island borough,out of state,NewYork-City,out-of-town,Data-not-available,54,0,54,46
2011-2015,Middlesex County,North Brunswick township,New York,Westchester County,Harrison town,out of state,Other area location,out-of-town,Data-not-available,12,0,12,21
2009-2013,Middlesex County,Plainsboro township,New York,New York County,Manhattan borough,out of state,NewYork-City,out-of-town,"Car, truck, or van: Drove alone",211,0,211,100
2009-2013,Middlesex County,Plainsboro township,New York,New York County,Manhattan borough,out of state,NewYork-City,out-of-town,"Car, truck, or van: Carpooled",14,0,14,23
2009-2013,Middlesex County,Plainsboro township,New York,New York County,Manhattan borough,out of state,NewYork-City,out-of-town,Public transportation,936,0,936,195
2011-2015,Middlesex County,Plainsboro township,New York,Bronx County,Bronx borough,out of state,NewYork-City,out-of-town,Data-not-available,26,0,26,31
2011-2015,Middlesex County,Plainsboro township,New York,Kings County,Brooklyn borough,out of state,NewYork-City,out-of-town,Data-not-available,16,0,16,18
2011-2015,Middlesex County,Plainsboro township,New York,New York County,Manhattan borough,out of state,NewYork-City,out-of-town,Data-not-available,964,0,964,187
2011-2015,Middlesex County,Plainsboro township,New York,Queens County,Queens borough,out of state,NewYork-City,out-of-town,Data-not-available,14,0,14,22
2011-2015,Middlesex County,Plainsboro township,New York,Richmond County,Staten Island borough,out of state,NewYork-City,out-of-town,Data-not-available,80,0,80,74
2011-2015,Middlesex County,Plainsboro township,New York,Westchester County,White Plains city,out of state,Other area location,out-of-town,Data-not-available,27,0,27,49
2009-2013,Middlesex County,South Brunswick township,New York,Kings County,Brooklyn borough,out of state,NewYork-City,out-of-town,"Car, truck, or van: Drove alone",48,0,48,42
2009-2013,Middlesex County,South Brunswick township,New York,Kings County,Brooklyn borough,out of state,NewYork-City,out-of-town,Public transportation,84,0,84,68
2009-2013,Middlesex County,South Brunswick township,New York,New York County,Manhattan borough,out of state,NewYork-City,out-of-town,"Car, truck, or van: Drove alone",197,0,197,85
2009-2013,Middlesex County,South Brunswick township,New York,New York County,Manhattan borough,out of state,NewYork-City,out-of-town,"Car, truck, or van: Carpooled",94,0,94,59
2009-2013,Middlesex County,South Brunswick township,New York,New York County,Manhattan borough,out of state,NewYork-City,out-of-town,Public transportation,1380,0,1380,282
2009-2013,Middlesex County,South Brunswick township,New York,New York County,Manhattan borough,out of state,NewYork-City,out-of-town,Other travel mode,29,0,29,33
2009-2013,Middlesex County,South Brunswick township,New York,Queens County,Queens borough,out of state,NewYork-City,out-of-town,"Car, truck, or van: Drove alone",13,0,13,20
2009-2013,Middlesex County,South Brunswick township,New York,Queens County,Queens borough,out of state,NewYork-City,out-of-town,"Car, truck, or van: Carpooled",15,0,15,23
2009-2013,Middlesex County,South Brunswick township,New York,Queens County,Queens borough,out of state,NewYork-City,out-of-town,Public transportation,27,0,27,31
2009-2013,Middlesex County,South Brunswick township,New York,Richmond County,Staten Island borough,out of state,NewYork-City,out-of-town,"Car, truck, or van: Drove alone",31,0,31,29
2009-2013,Middlesex County,South Brunswick township,New York,Richmond County,Staten Island borough,out of state,NewYork-City,out-of-town,"Car, truck, or van: Carpooled",13,0,13,20
2011-2015,Middlesex County,South Brunswick township,New York,Kings County,Brooklyn borough,out of state,NewYork-City,out-of-town,Data-not-available,187,0,187,94
2011-2015,Middlesex County,South Brunswick township,New York,Nassau County,Hempstead town,out of state,Other area location,out-of-town,Data-not-available,33,0,33,38
2011-2015,Middlesex County,South Brunswick township,New York,New York County,Manhattan borough,out of state,NewYork-City,out-of-town,Data-not-available,1669,0,1669,262
2011-2015,Middlesex County,South Brunswick township,New York,Queens County,Queens borough,out of state,NewYork-City,out-of-town,Data-not-available,34,0,34,32
2011-2015,Middlesex County,South Brunswick township,New York,Rensselaer County,East Greenbush town,out of state,Other area location,out-of-town,Data-not-available,11,0,11,18
2011-2015,Middlesex County,South Brunswick township,New York,Richmond County,Staten Island borough,out of state,NewYork-City,out-of-town,Data-not-available,38,0,38,30
2011-2015,Middlesex County,South Brunswick township,New York,Rockland County,Ramapo town,out of state,Other area location,out-of-town,Data-not-available,7,0,7,12
2011-2015,Middlesex County,South Brunswick township,New York,Suffolk County,Brookhaven town,out of state,Other area location,out-of-town,Data-not-available,13,0,13,20
2011-2015,Middlesex County,Monroe township,North Carolina,Mecklenburg County,Charlotte,out of state,Other area location,out-of-town,Data-not-available,12,0,12,17
2011-2015,Middlesex County,North Brunswick township,Ohio,Athens County,Athens,out of state,Other area location,out-of-town,Data-not-available,3,0,3,6
2011-2015,Middlesex County,North Brunswick township,Ohio,Montgomery County,Undefined-Ohio,out of state,Other area location,out-of-town,Data-not-available,47,0,47,61
2009-2013,Middlesex County,North Brunswick township,Other workplace location outside United States,Other workplace location outside United States,Other workplace location outside United States,out of state,Other area location,out-of-town,"Car, truck, or van: Drove alone",19,0,19,30
2009-2013,Middlesex County,North Brunswick township,Other workplace location outside United States,Other workplace location outside United States,Other workplace location outside United States,out of state,Other area location,out-of-town,"Car, truck, or van: Carpooled",16,0,16,25
2009-2013,Middlesex County,North Brunswick township,Other workplace location outside United States,Other workplace location outside United States,Other workplace location outside United States,out of state,Other area location,out-of-town,Public transportation,17,0,17,27
2011-2015,Middlesex County,North Brunswick township,Other workplace location outside United States,Other workplace location outside United States,Other workplace location outside United States,out of state,Other area location,out-of-town,Data-not-available,39,0,39,44
2009-2013,Middlesex County,Plainsboro township,Other workplace location outside United States,Other workplace location outside United States,Other workplace location outside United States,out of state,Other area location,out-of-town,"Car, truck, or van: Drove alone",17,0,17,24
2009-2013,Middlesex County,Plainsboro township,Other workplace location outside United States,Other workplace location outside United States,Other workplace location outside United States,out of state,Other area location,out-of-town,"Car, truck, or van: Carpooled",4,0,4,12
2009-2013,Middlesex County,Plainsboro township,Other workplace location outside United States,Other workplace location outside United States,Other workplace location outside United States,out of state,Other area location,out-of-town,Other travel mode,14,0,14,24
2011-2015,Middlesex County,Plainsboro township,Other workplace location outside United States,Other workplace location outside United States,Other workplace location outside United States,out of state,Other area location,out-of-town,Data-not-available,12,0,12,21
2011-2015,Middlesex County,South Brunswick township,Other workplace location outside United States,Other workplace location outside United States,Other workplace location outside United States,out of state,Other area location,out-of-town,Data-not-available,9,0,9,14
2011-2015,Middlesex County,Cranbury township,Pennsylvania,Bucks County,Doylestown township,out of state,Pennsylvania-Metro,out-of-town,Data-not-available,6,0,6,10
2011-2015,Middlesex County,Cranbury township,Pennsylvania,Delaware County,Aston township,out of state,Pennsylvania-Metro,out-of-town,Data-not-available,6,0,6,11
2011-2015,Middlesex County,Cranbury township,Pennsylvania,Montgomery County,Lower Merion township,out of state,Pennsylvania-Metro,out-of-town,Data-not-available,8,0,8,12
2011-2015,Middlesex County,Cranbury township,Pennsylvania,Philadelphia County,Philadelphia city,out of state,Pennsylvania-Metro,out-of-town,Data-not-available,15,0,15,18
2011-2015,Middlesex County,Monroe township,Pennsylvania,Bucks County,Bensalem township,out of state,Pennsylvania-Metro,out-of-town,Data-not-available,7,0,7,12
2011-2015,Middlesex County,Monroe township,Pennsylvania,Bucks County,Bristol township,out of state,Pennsylvania-Metro,out-of-town,Data-not-available,12,0,12,18
2011-2015,Middlesex County,Monroe township,Pennsylvania,Bucks County,Lower Southampton township,out of state,Pennsylvania-Metro,out-of-town,Data-not-available,12,0,12,19
2011-2015,Middlesex County,Monroe township,Pennsylvania,Bucks County,Middletown township,out of state,Pennsylvania-Metro,out-of-town,Data-not-available,5,0,5,10
2011-2015,Middlesex County,Monroe township,Pennsylvania,Montgomery County,Lower Salford township,out of state,Pennsylvania-Metro,out-of-town,Data-not-available,16,0,16,26
2011-2015,Middlesex County,Monroe township,Pennsylvania,Montgomery County,Upper Merion township,out of state,Pennsylvania-Metro,out-of-town,Data-not-available,14,0,14,26
2011-2015,Middlesex County,Monroe township,Pennsylvania,Philadelphia County,Philadelphia city,out of state,Pennsylvania-Metro,out-of-town,Data-not-available,15,0,15,24
2011-2015,Middlesex County,New Brunswick city,Pennsylvania,Bucks County,Bristol borough,out of state,Pennsylvania-Metro,out-of-town,Data-not-available,25,0,25,41
2011-2015,Middlesex County,New Brunswick city,Pennsylvania,Bucks County,Northampton township,out of state,Pennsylvania-Metro,out-of-town,Data-not-available,16,0,16,27
2011-2015,Middlesex County,New Brunswick city,Pennsylvania,Montgomery County,Upper Merion township,out of state,Pennsylvania-Metro,out-of-town,Data-not-available,7,0,7,12
2011-2015,Middlesex County,New Brunswick city,Pennsylvania,Philadelphia County,Philadelphia city,out of state,Pennsylvania-Metro,out-of-town,Data-not-available,20,0,20,32
2011-2015,Middlesex County,North Brunswick township,Pennsylvania,Bucks County,Bensalem township,out of state,Pennsylvania-Metro,out-of-town,Data-not-available,18,0,18,28
2011-2015,Middlesex County,North Brunswick township,Pennsylvania,Bucks County,Bristol borough,out of state,Pennsylvania-Metro,out-of-town,Data-not-available,34,0,34,36
2011-2015,Middlesex County,North Brunswick township,Pennsylvania,Bucks County,Falls township,out of state,Pennsylvania-Metro,out-of-town,Data-not-available,21,0,21,29
2011-2015,Middlesex County,North Brunswick township,Pennsylvania,Bucks County,New Hope borough,out of state,Pennsylvania-Metro,out-of-town,Data-not-available,3,0,3,6
2011-2015,Middlesex County,North Brunswick township,Pennsylvania,Lehigh County,Upper Saucon township,out of state,Pennsylvania-Northeast,out-of-town,Data-not-available,4,0,4,7
2011-2015,Middlesex County,North Brunswick township,Pennsylvania,Montgomery County,Springfield township,out of state,Pennsylvania-Metro,out-of-town,Data-not-available,6,0,6,10
2011-2015,Middlesex County,North Brunswick township,Pennsylvania,Montgomery County,Upper Merion township,out of state,Pennsylvania-Metro,out-of-town,Data-not-available,6,0,6,11
2011-2015,Middlesex County,North Brunswick township,Pennsylvania,Montgomery County,Whitemarsh township,out of state,Pennsylvania-Metro,out-of-town,Data-not-available,7,0,7,10
2011-2015,Middlesex County,North Brunswick township,Pennsylvania,Philadelphia County,Philadelphia city,out of state,Pennsylvania-Metro,out-of-town,Data-not-available,53,0,53,66
2009-2013,Middlesex County,Plainsboro township,Pennsylvania,Philadelphia County,Philadelphia city,out of state,Pennsylvania-Metro,out-of-town,"Car, truck, or van: Drove alone",107,0,107,84
2009-2013,Middlesex County,Plainsboro township,Pennsylvania,Philadelphia County,Philadelphia city,out of state,Pennsylvania-Metro,out-of-town,"Car, truck, or van: Carpooled",16,0,16,24
2009-2013,Middlesex County,Plainsboro township,Pennsylvania,Philadelphia County,Philadelphia city,out of state,Pennsylvania-Metro,out-of-town,Public transportation,69,0,69,68
